1786175528.4584298,0, 0
1786175529.6167006,0, 0
1786175530.7714229,3, 0
1786175531.917057,3, 0
1786175533.046814,3, 0
1786175534.1560605,3, 0
1786175535.2433295,3, 0
1786175536.3548465,3, 0
1786175537.4616373,3, 0
1786175538.6088743,3, 0
1786175539.708458,3, 0
1786175540.8017273,3, 0
1786175541.9487224,3, 0
1786175543.067948,3, 0
1786175544.1966012,3, 0
1786175545.3186958,3, 0
1786175546.463476,3, 0
1786175547.6040962,3, 0
1786175548.6920273,3, 0
1786175549.802516,3, 0
1786175550.8889432,3, 0
1786175552.0359251,3, 0
1786175553.1873634,3, 0
1786175554.3284373,3, 0
1786175555.4146917,3, 0
1786175556.5365171,3, 0
1786175557.6576664,3, 0
1786175558.7651734,3, 0
1786175559.8845768,3, 0
1786175561.003877,3, 0
1786175562.1458614,3, 0
1786175563.2676435,3, 0
1786175564.417192,3, 0
1786175565.5517542,3, 0
1786175566.6521342,3, 0
1786175567.7722182,3, 0
1786175568.861741,3, 0
1786175569.9992752,3, 0
1786175571.143479,3, 0
1786175572.2798698,3, 0
1786175573.4280825,3, 0
1786175574.591296,3, 0
1786175575.7001605,3, 0
1786175576.8072004,3, 0
1786175577.8957565,3, 0
1786175579.040423,3, 0
1786175580.1562898,3, 0
1786175581.297047,3, 0
1786175582.5014663,3, 0
1786175583.632644,3, 0
1786175584.7767408,3, 0
1786175585.8760247,3, 0
1786175587.0159755,3, 0
1786175588.147137,3, 0
1786175589.2631743,3, 0
1786175590.342425,3, 0
1786175591.4466882,3, 0
1786175592.5876808,3, 0
1786175593.7079716,3, 0
1786175594.8196478,3, 0
1786175595.948387,3, 0
1786175597.0944235,3, 0
1786175598.2204587,3, 0
1786175599.3442895,3, 0
1786175600.4517748,3, 0
1786175601.575838,3, 0
1786175602.7245312,3, 0
1786175603.8773112,3, 0
1786175604.99199,3, 0
1786175606.115787,3, 0
1786175607.264122,3, 0
1786175608.4122922,3, 0
1786175609.5203497,3, 0
1786175610.6601796,3, 0
1786175611.784715,3, 0
1786175612.9040804,3, 0
1786175614.016015,3, 0
1786175615.1681433,3, 0
1786175616.308335,3, 0
1786175617.4149323,3, 0
1786175618.5527456,3, 0
1786175619.660749,3, 0
1786175620.8004363,3, 0
1786175621.937662,3, 0
1786175623.0339031,3, 0
1786175624.1486866,3, 0
1786175625.2423055,3, 0
1786175626.3442752,3, 0
1786175627.4884315,3, 0
1786175628.6023743,3, 0
1786175629.7083201,3, 0
1786175630.8087065,3, 0
1786175631.9319775,3, 0
1786175633.0525548,3, 0
1786175634.176128,3, 0
1786175635.2660522,3, 0
1786175636.3897367,3, 0
1786175637.5184703,3, 0
1786175638.6720877,3, 0
1786175639.8197777,3, 0
1786175640.9399924,3, 0
1786175642.044332,3, 0
1786175643.198619,3, 0
1786175644.3242586,3, 0
1786175645.422772,3, 0
1786175646.5501146,3, 0
1786175647.6636927,3, 0
1786175648.8051813,3, 0
1786175649.9568665,3, 0
1786175651.0387409,3, 0
1786175652.1604006,3, 0
1786175653.2804062,3, 0
1786175654.858995,3, 0
1786175655.9655411,3, 0
1786175657.088494,3, 0
1786175658.2160466,3, 0
1786175659.3192317,3, 0
1786175660.4597926,3, 0
1786175661.563973,3, 0
1786175662.6949556,3, 0
1786175663.837563,3, 0
1786175664.989282,3, 0
1786175666.097127,3, 0
1786175667.2125523,3, 0
1786175668.3539093,3, 0
1786175669.4384365,3, 0
1786175670.5374432,3, 0
1786175671.6417856,3, 0
1786175672.7516606,951, 38
1786175673.8731482,3735, 0
1786175675.0111074,3735, 0
1786175676.1509016,3735, 0
1786175677.2640004,3735, 0
1786175678.3773155,3735, 0
1786175679.4994977,3735, 0
1786175680.6091242,3735, 0
1786175681.7266717,3735, 0
1786175682.8765097,3735, 0
1786175684.0243645,3735, 0
1786175685.4481385,3735, 0
1786175686.587258,3735, 0
1786175687.7840624,3735, 0
1786175689.2376182,3735, 0
1786175690.4595146,3735, 0
1786175691.838803,3735, 0
1786175693.0365524,3735, 0
1786175694.1757672,5735, 23
1786175695.286428,7175, 15
1786175696.39126,9935, 19
1786175697.5319982,12775, 21
1786175698.6489446,14473, 89
1786175699.788642,14473, 17
1786175700.8885288,14473, 17
1786175702.0320878,14473, 17
1786175703.1725085,14473, 17
1786175704.5284822,14477, 0
1786175705.8127787,14483, 10
1786175707.0212886,15741, 99
1786175708.3590918,19741, 100
1786175709.4628017,19741, 100
1786175710.567911,19741, 100
1786175711.8527784,19741, 100
1786175712.997234,19741, 100
1786175714.1351423,19741, 100
1786175715.2204607,19741, 100
1786175716.340076,19741, 100
1786175717.4947717,19741, 100
1786175718.6424263,1801, 36
1786175719.7842607,5441, 39
1786175720.9126647,11141, 35
1786175722.0404298,13643, 18
1786175723.1612504,16443, 23
1786175724.2436905,19365, 21
1786175725.366472,22505, 24
1786175726.4851646,25207, 18
1786175727.633117,27787, 23
1786175728.7711053,30547, 19
1786175729.9137716,47613, 100
1786175731.250214,47613, 100
1786175732.4058454,47613, 100
1786175733.5334966,47613, 100
1786175734.6489234,47613, 100
1786175735.7941322,47613, 100
